id,date,route_id,vh_id,route_nm,now_latitude,now_longitude,now_station,now_arrive_time,distance,next_station,next_latitude,next_longitude,next_arrive_time
29,2019-10-15,405136001,7997025,360-1,33.476533,126.544283,아라초등학교,08시,350.0,아라주공아파트,33.473655,126.545425,154
30,2019-10-15,405136001,7997025,360-1,33.473655,126.545425,아라주공아파트,08시,244.0,인다마을,33.47145,126.5454,32
31,2019-10-15,405136001,7997025,360-1,33.47145,126.5454,인다마을,08시,330.0,제주대학교병원,33.469089000000004,126.547389,20
32,2019-10-15,405136001,7997025,360-1,33.460496,126.54979,남국사,08시,591.0,제주대학교입구,33.456267,126.55175,126
33,2019-10-15,405136001,7997025,360-1,33.456267,126.55175,제주대학교입구,08시,266.0,제대마을,33.457724,126.554014,32
34,2019-10-15,405136001,7997025,360-1,33.457724,126.554014,제대마을,08시,333.0,제대아파트,33.458783000000004,126.557353,30
35,2019-10-15,405136001,7997025,360-1,33.458783000000004,126.557353,제대아파트,08시,415.0,제주대학교,33.459893,126.561624,80
36,2019-10-15,405136001,7997025,360-1,33.479705,126.543811,남국원(아라방면),09시,578.0,제주여자중고등학교(아라방면),33.48486,126.542928,38
37,2019-10-15,405136001,7997025,360-1,33.4807,126.489933,연동대림1차아파트,10시,550.0,케이티앤지,33.482077000000004,126.485355,108
38,2019-10-15,405136001,7997025,360-1,33.482077000000004,126.485355,케이티앤지,10시,199.0,롯데마트,33.482142,126.483213,40
39,2019-10-15,405136001,7997025,360-1,33.482142,126.483213,롯데마트,10시,341.0,원노형,33.483446,126.480758,66
40,2019-10-15,405136001,7997025,360-1,33.483446,126.480758,원노형,10시,185.0,노형오거리,33.485853500000005,126.48053000000002,196
41,2019-10-15,405136001,7997025,360-1,33.485853500000005,126.48053000000002,노형오거리,11시,252.0,남녕고등학교,33.488046000000004,126.483112,64
42,2019-10-15,405136001,7997025,360-1,33.488046000000004,126.483112,남녕고등학교,11시,322.0,한라병원,33.489633000000005,126.486,170
43,2019-10-15,405136001,7997025,360-1,33.489633000000005,126.486,한라병원,11시,291.0,삼무공원사거리,33.4899,126.488917,102
44,2019-10-15,405136001,7997025,360-1,33.4899,126.488917,삼무공원사거리,11시,381.0,제원아파트,33.487531,126.489892,118
45,2019-10-15,405136001,7997025,360-1,33.487531,126.489892,제원아파트,11시,267.0,은남동,33.485822,126.490897,64
46,2019-10-15,405136001,7997025,360-1,33.485822,126.490897,은남동,11시,374.0,도호동,33.485662,126.494923,72
47,2019-10-15,405136001,7997025,360-1,33.485662,126.494923,도호동,11시,321.0,연동주민센터,33.487317,126.496617,76
48,2019-10-15,405136001,7997025,360-1,33.487317,126.496617,연동주민센터,11시,455.0,제주도청 신제주로터리,33.491433,126.496783,96
49,2019-10-15,405136001,7997025,360-1,33.491433,126.496783,제주도청 신제주로터리,11시,528.0,연동입구,33.496203,126.496995,174
50,2019-10-15,405136001,7997025,360-1,33.500133,126.507,월구마을,11시,375.0,동성마을,33.500045,126.511035,48
51,2019-10-15,405136001,7997025,360-1,33.500045,126.511035,동성마을,11시,354.0,제주버스터미널,33.49993,126.514863,122
52,2019-10-15,405136001,7997025,360-1,33.49993,126.514863,제주버스터미널,11시,262.0,한국병원,33.499793,126.517687,148
53,2019-10-15,405136001,7997025,360-1,33.499793,126.517687,한국병원,11시,333.0,남서광마을입구,33.499683000000005,126.521267,44
54,2019-10-15,405136001,7997025,360-1,33.499683000000005,126.521267,남서광마을입구,11시,232.0,남서광마을,33.499789,126.523759,68
55,2019-10-15,405136001,7997025,360-1,33.499789,126.523759,남서광마을,11시,193.0,탐라장애인 종합복지관,33.500017,126.525833,84
56,2019-10-15,405136001,7997025,360-1,33.496007,126.532287,고산동산(아라방면),11시,414.0,제주지방법원(아라방면),33.493109000000004,126.535091,80
57,2019-10-15,405136001,7997025,360-1,33.493109000000004,126.535091,제주지방법원(아라방면),11시,525.0,제주중앙여자고등학교(아라방면),33.489414000000004,126.538642,196
58,2019-10-15,405136001,7997025,360-1,33.489414000000004,126.538642,제주중앙여자고등학교(아라방면),11시,642.0,제주여자중고등학교(아라방면),33.48486,126.542928,86
59,2019-10-15,405136001,7997025,360-1,33.48486,126.542928,제주여자중고등학교(아라방면),11시,578.0,남국원(아라방면),33.479705,126.543811,92
60,2019-10-15,405136001,7997025,360-1,33.473655,126.545425,아라주공아파트,11시,244.0,인다마을,33.47145,126.5454,88
61,2019-10-15,405136001,7997025,360-1,33.47145,126.5454,인다마을,11시,330.0,제주대학교병원,33.469089000000004,126.547389,30
62,2019-10-15,405136001,7997025,360-1,33.469089000000004,126.547389,제주대학교병원,11시,738.0,죽성마을 입구,33.46313,126.549102,54
63,2019-10-15,405136001,7997025,360-1,33.456267,126.55175,제주대학교입구,11시,266.0,제대마을,33.457724,126.554014,28
64,2019-10-15,405136001,7997025,360-1,33.48486,126.542928,제주여자중고등학교(아라방면),13시,642.0,제주중앙여자고등학교(아라방면),33.489414000000004,126.538642,206
65,2019-10-15,405136001,7997025,360-1,33.496007,126.532287,고산동산(아라방면),13시,454.0,제주시청(아라방면),33.499559999999995,126.529771,94
66,2019-10-15,405136001,7997025,360-1,33.485662,126.494923,도호동,13시,374.0,은남동,33.485822,126.490897,92
67,2019-10-15,405136001,7997025,360-1,33.478867,126.483833,한라중학교/부영아파트,13시,417.0,대림2차아파트,33.47885,126.48835,140
68,2019-10-15,405136001,7997025,360-1,33.47885,126.48835,대림2차아파트,13시,334.0,연동대림1차아파트,33.4807,126.489933,68
69,2019-10-15,405136001,7997025,360-1,33.4807,126.489933,연동대림1차아파트,14시,550.0,케이티앤지,33.482077000000004,126.485355,120
70,2019-10-15,405136001,7997025,360-1,33.482077000000004,126.485355,케이티앤지,14시,199.0,롯데마트,33.482142,126.483213,30
71,2019-10-15,405136001,7997025,360-1,33.482142,126.483213,롯데마트,14시,341.0,원노형,33.483446,126.480758,72
72,2019-10-15,405136001,7997025,360-1,33.483446,126.480758,원노형,14시,185.0,노형오거리,33.485853500000005,126.48053000000002,66
73,2019-10-15,405136001,7997025,360-1,33.485853500000005,126.48053000000002,노형오거리,14시,252.0,남녕고등학교,33.488046000000004,126.483112,224
74,2019-10-15,405136001,7997025,360-1,33.488046000000004,126.483112,남녕고등학교,14시,322.0,한라병원,33.489633000000005,126.486,232
75,2019-10-15,405136001,7997025,360-1,33.489633000000005,126.486,한라병원,14시,291.0,삼무공원사거리,33.4899,126.488917,162
76,2019-10-15,405136001,7997025,360-1,33.4899,126.488917,삼무공원사거리,14시,381.0,제원아파트,33.487531,126.489892,72
77,2019-10-15,405136001,7997025,360-1,33.487531,126.489892,제원아파트,14시,267.0,은남동,33.485822,126.490897,66
78,2019-10-15,405136001,7997025,360-1,33.485822,126.490897,은남동,14시,374.0,도호동,33.485662,126.494923,60
79,2019-10-15,405136001,7997025,360-1,33.485662,126.494923,도호동,14시,321.0,연동주민센터,33.487317,126.496617,134
80,2019-10-15,405136001,7997025,360-1,33.487317,126.496617,연동주민센터,14시,455.0,제주도청 신제주로터리,33.491433,126.496783,92
81,2019-10-15,405136001,7997025,360-1,33.491433,126.496783,제주도청 신제주로터리,14시,528.0,연동입구,33.496203,126.496995,168
82,2019-10-15,405136001,7997025,360-1,33.496203,126.496995,연동입구,14시,753.0,오라3동,33.49925,126.503183,66
83,2019-10-15,405136001,7997025,360-1,33.49925,126.503183,오라3동,14시,381.0,월구마을,33.500133,126.507,68
84,2019-10-15,405136001,7997025,360-1,33.500133,126.507,월구마을,14시,375.0,동성마을,33.500045,126.511035,34
85,2019-10-15,405136001,7997025,360-1,33.500045,126.511035,동성마을,14시,354.0,제주버스터미널,33.49993,126.514863,98
86,2019-10-15,405136001,7997025,360-1,33.49993,126.514863,제주버스터미널,14시,262.0,한국병원,33.499793,126.517687,146
87,2019-10-15,405136001,7997025,360-1,33.499793,126.517687,한국병원,14시,333.0,남서광마을입구,33.499683000000005,126.521267,36
88,2019-10-15,405136001,7997025,360-1,33.499683000000005,126.521267,남서광마을입구,14시,232.0,남서광마을,33.499789,126.523759,58
89,2019-10-15,405136001,7997025,360-1,33.499789,126.523759,남서광마을,14시,193.0,탐라장애인 종합복지관,33.500017,126.525833,94
90,2019-10-15,405136001,7997025,360-1,33.500017,126.525833,탐라장애인 종합복지관,14시,459.0,제주시청(아라방면),33.499559999999995,126.529771,72
91,2019-10-15,405136001,7997025,360-1,33.499559999999995,126.529771,제주시청(아라방면),14시,454.0,고산동산(아라방면),33.496007,126.532287,78
92,2019-10-15,405136001,7997025,360-1,33.496007,126.532287,고산동산(아라방면),14시,414.0,제주지방법원(아라방면),33.493109000000004,126.535091,82
93,2019-10-15,405136001,7997025,360-1,33.493109000000004,126.535091,제주지방법원(아라방면),14시,525.0,제주중앙여자고등학교(아라방면),33.489414000000004,126.538642,198
94,2019-10-15,405136001,7997025,360-1,33.489414000000004,126.538642,제주중앙여자고등학교(아라방면),14시,642.0,제주여자중고등학교(아라방면),33.48486,126.542928,90
95,2019-10-15,405136001,7997025,360-1,33.48486,126.542928,제주여자중고등학교(아라방면),14시,578.0,남국원(아라방면),33.479705,126.543811,74
96,2019-10-15,405136001,7997025,360-1,33.479705,126.543811,남국원(아라방면),14시,355.0,아라초등학교,33.476533,126.544283,58
97,2019-10-15,405136001,7997025,360-1,33.476533,126.544283,아라초등학교,14시,350.0,아라주공아파트,33.473655,126.545425,164
98,2019-10-15,405136001,7997025,360-1,33.473655,126.545425,아라주공아파트,14시,244.0,인다마을,33.47145,126.5454,40
99,2019-10-15,405136001,7997025,360-1,33.47145,126.5454,인다마을,14시,330.0,제주대학교병원,33.469089000000004,126.547389,128
100,2019-10-15,405136001,7997025,360-1,33.469089000000004,126.547389,제주대학교병원,14시,738.0,죽성마을 입구,33.46313,126.549102,68
101,2019-10-15,405136001,7997025,360-1,33.456267,126.55175,제주대학교입구,14시,266.0,제대마을,33.457724,126.554014,28
102,2019-10-15,405136001,7997025,360-1,33.457724,126.554014,제대마을,14시,333.0,제대아파트,33.458783000000004,126.557353,34
103,2019-10-15,405136001,7997025,360-1,33.458783000000004,126.557353,제대아파트,14시,415.0,제주대학교,33.459893,126.561624,68
104,2019-10-15,405136001,7997025,360-1,33.457724,126.554014,제대마을,16시,266.0,제주대학교입구,33.456267,126.55175,26
105,2019-10-15,405136001,7997025,360-1,33.479705,126.543811,남국원(아라방면),16시,578.0,제주여자중고등학교(아라방면),33.48486,126.542928,42
106,2019-10-15,405136001,7997025,360-1,33.485662,126.494923,도호동,16시,374.0,은남동,33.485822,126.490897,94
107,2019-10-15,405136001,7997025,360-1,33.478867,126.483833,한라중학교/부영아파트,17시,417.0,대림2차아파트,33.47885,126.48835,132
108,2019-10-15,405136001,7997025,360-1,33.47885,126.48835,대림2차아파트,17시,334.0,연동대림1차아파트,33.4807,126.489933,78
109,2019-10-15,405136001,7997025,360-1,33.4807,126.489933,연동대림1차아파트,17시,550.0,케이티앤지,33.482077000000004,126.485355,116
110,2019-10-15,405136001,7997025,360-1,33.482077000000004,126.485355,케이티앤지,17시,199.0,롯데마트,33.482142,126.483213,34
111,2019-10-15,405136001,7997025,360-1,33.482142,126.483213,롯데마트,17시,341.0,원노형,33.483446,126.480758,162
112,2019-10-15,405136001,7997025,360-1,33.483446,126.480758,원노형,17시,185.0,노형오거리,33.485853500000005,126.48053000000002,174
113,2019-10-15,405136001,7997025,360-1,33.489633000000005,126.486,한라병원,17시,291.0,삼무공원사거리,33.4899,126.488917,58
114,2019-10-15,405136001,7997025,360-1,33.4899,126.488917,삼무공원사거리,17시,381.0,제원아파트,33.487531,126.489892,186
115,2019-10-15,405136001,7997025,360-1,33.487531,126.489892,제원아파트,17시,267.0,은남동,33.485822,126.490897,88
116,2019-10-15,405136001,7997025,360-1,33.485822,126.490897,은남동,17시,374.0,도호동,33.485662,126.494923,94
117,2019-10-15,405136001,7997025,360-1,33.485662,126.494923,도호동,17시,321.0,연동주민센터,33.487317,126.496617,148
118,2019-10-15,405136001,7997025,360-1,33.487317,126.496617,연동주민센터,17시,455.0,제주도청 신제주로터리,33.491433,126.496783,124
119,2019-10-15,405136001,7997025,360-1,33.491433,126.496783,제주도청 신제주로터리,17시,528.0,연동입구,33.496203,126.496995,162
120,2019-10-15,405136001,7997025,360-1,33.496203,126.496995,연동입구,17시,753.0,오라3동,33.49925,126.503183,92
121,2019-10-15,405136001,7997025,360-1,33.49925,126.503183,오라3동,17시,381.0,월구마을,33.500133,126.507,52
122,2019-10-15,405136001,7997025,360-1,33.500133,126.507,월구마을,17시,375.0,동성마을,33.500045,126.511035,64
123,2019-10-15,405136001,7997025,360-1,33.500045,126.511035,동성마을,17시,354.0,제주버스터미널,33.49993,126.514863,124
124,2019-10-15,405136001,7997025,360-1,33.49993,126.514863,제주버스터미널,18시,262.0,한국병원,33.499793,126.517687,214
125,2019-10-15,405136001,7997025,360-1,33.499793,126.517687,한국병원,18시,333.0,남서광마을입구,33.499683000000005,126.521267,156
126,2019-10-15,405136001,7997025,360-1,33.499683000000005,126.521267,남서광마을입구,18시,232.0,남서광마을,33.499789,126.523759,58
127,2019-10-15,405136001,7997025,360-1,33.499789,126.523759,남서광마을,18시,193.0,탐라장애인 종합복지관,33.500017,126.525833,112
128,2019-10-15,405136001,7997025,360-1,33.500017,126.525833,탐라장애인 종합복지관,18시,459.0,제주시청(아라방면),33.499559999999995,126.529771,78
129,2019-10-15,405136001,7997025,360-1,33.499559999999995,126.529771,제주시청(아라방면),18시,454.0,고산동산(아라방면),33.496007,126.532287,78
130,2019-10-15,405136001,7997025,360-1,33.496007,126.532287,고산동산(아라방면),18시,414.0,제주지방법원(아라방면),33.493109000000004,126.535091,76
131,2019-10-15,405136001,7997025,360-1,33.493109000000004,126.535091,제주지방법원(아라방면),18시,525.0,제주중앙여자고등학교(아라방면),33.489414000000004,126.538642,192
132,2019-10-15,405136001,7997025,360-1,33.489414000000004,126.538642,제주중앙여자고등학교(아라방면),18시,642.0,제주여자중고등학교(아라방면),33.48486,126.542928,212
133,2019-10-15,405136001,7997025,360-1,33.48486,126.542928,제주여자중고등학교(아라방면),18시,578.0,남국원(아라방면),33.479705,126.543811,76
134,2019-10-15,405136001,7997025,360-1,33.479705,126.543811,남국원(아라방면),18시,355.0,아라초등학교,33.476533,126.544283,74
135,2019-10-15,405136001,7997025,360-1,33.476533,126.544283,아라초등학교,18시,350.0,아라주공아파트,33.473655,126.545425,96
136,2019-10-15,405136001,7997025,360-1,33.473655,126.545425,아라주공아파트,18시,244.0,인다마을,33.47145,126.5454,86
137,2019-10-15,405136001,7997025,360-1,33.47145,126.5454,인다마을,18시,330.0,제주대학교병원,33.469089000000004,126.547389,40
138,2019-10-15,405136001,7997025,360-1,33.469089000000004,126.547389,제주대학교병원,18시,738.0,죽성마을 입구,33.46313,126.549102,76
139,2019-10-15,405136001,7997025,360-1,33.456267,126.55175,제주대학교입구,18시,266.0,제대마을,33.457724,126.554014,28
140,2019-10-15,405136001,7997025,360-1,33.457724,126.554014,제대마을,18시,333.0,제대아파트,33.458783000000004,126.557353,36
141,2019-10-15,405136001,7997025,360-1,33.458783000000004,126.557353,제대아파트,18시,415.0,제주대학교,33.459893,126.561624,72
142,2019-10-15,405136001,7997025,360-1,33.457724,126.554014,제대마을,19시,266.0,제주대학교입구,33.456267,126.55175,30
143,2019-10-15,405136001,7997025,360-1,33.479705,126.543811,남국원(아라방면),19시,578.0,제주여자중고등학교(아라방면),33.48486,126.542928,62
144,2019-10-15,405136001,7997025,360-1,33.478867,126.483833,한라중학교/부영아파트,20시,417.0,대림2차아파트,33.47885,126.48835,124
145,2019-10-15,405136001,7997025,360-1,33.47885,126.48835,대림2차아파트,20시,334.0,연동대림1차아파트,33.4807,126.489933,78
146,2019-10-15,405136001,7997025,360-1,33.4807,126.489933,연동대림1차아파트,20시,550.0,케이티앤지,33.482077000000004,126.485355,122
147,2019-10-15,405136001,7997025,360-1,33.482077000000004,126.485355,케이티앤지,20시,199.0,롯데마트,33.482142,126.483213,28
148,2019-10-15,405136001,7997025,360-1,33.482142,126.483213,롯데마트,20시,341.0,원노형,33.483446,126.480758,70
149,2019-10-15,405136001,7997025,360-1,33.483446,126.480758,원노형,20시,185.0,노형오거리,33.485853500000005,126.48053000000002,54
150,2019-10-15,405136001,7997025,360-1,33.485853500000005,126.48053000000002,노형오거리,20시,252.0,남녕고등학교,33.488046000000004,126.483112,182
151,2019-10-15,405136001,7997025,360-1,33.488046000000004,126.483112,남녕고등학교,20시,322.0,한라병원,33.489633000000005,126.486,132
152,2019-10-15,405136001,7997025,360-1,33.489633000000005,126.486,한라병원,20시,291.0,삼무공원사거리,33.4899,126.488917,148
153,2019-10-15,405136001,7997025,360-1,33.4899,126.488917,삼무공원사거리,20시,381.0,제원아파트,33.487531,126.489892,146
154,2019-10-15,405136001,7997025,360-1,33.487531,126.489892,제원아파트,21시,267.0,은남동,33.485822,126.490897,68
155,2019-10-15,405136001,7997025,360-1,33.485822,126.490897,은남동,21시,374.0,도호동,33.485662,126.494923,74
156,2019-10-15,405136001,7997025,360-1,33.485662,126.494923,도호동,21시,321.0,연동주민센터,33.487317,126.496617,60
157,2019-10-15,405136001,7997025,360-1,33.487317,126.496617,연동주민센터,21시,455.0,제주도청 신제주로터리,33.491433,126.496783,98
158,2019-10-15,405136001,7997025,360-1,33.491433,126.496783,제주도청 신제주로터리,21시,528.0,연동입구,33.496203,126.496995,164
159,2019-10-15,405136001,7997025,360-1,33.496203,126.496995,연동입구,21시,753.0,오라3동,33.49925,126.503183,94
160,2019-10-15,405136001,7997025,360-1,33.49925,126.503183,오라3동,21시,381.0,월구마을,33.500133,126.507,52
161,2019-10-15,405136001,7997025,360-1,33.500133,126.507,월구마을,21시,375.0,동성마을,33.500045,126.511035,48
162,2019-10-15,405136001,7997025,360-1,33.500045,126.511035,동성마을,21시,354.0,제주버스터미널,33.49993,126.514863,180
163,2019-10-15,405136001,7997025,360-1,33.49993,126.514863,제주버스터미널,21시,262.0,한국병원,33.499793,126.517687,118
164,2019-10-15,405136001,7997025,360-1,33.499793,126.517687,한국병원,21시,333.0,남서광마을입구,33.499683000000005,126.521267,132
165,2019-10-15,405136001,7997025,360-1,33.499683000000005,126.521267,남서광마을입구,21시,232.0,남서광마을,33.499789,126.523759,56
166,2019-10-15,405136001,7997025,360-1,33.499789,126.523759,남서광마을,21시,193.0,탐라장애인 종합복지관,33.500017,126.525833,54
167,2019-10-15,405136001,7997025,360-1,33.500017,126.525833,탐라장애인 종합복지관,21시,459.0,제주시청(아라방면),33.499559999999995,126.529771,86
168,2019-10-15,405136001,7997025,360-1,33.499559999999995,126.529771,제주시청(아라방면),21시,454.0,고산동산(아라방면),33.496007,126.532287,86
169,2019-10-15,405136001,7997025,360-1,33.496007,126.532287,고산동산(아라방면),21시,414.0,제주지방법원(아라방면),33.493109000000004,126.535091,124
170,2019-10-15,405136001,7997025,360-1,33.493109000000004,126.535091,제주지방법원(아라방면),21시,525.0,제주중앙여자고등학교(아라방면),33.489414000000004,126.538642,200
171,2019-10-15,405136001,7997025,360-1,33.489414000000004,126.538642,제주중앙여자고등학교(아라방면),21시,642.0,제주여자중고등학교(아라방면),33.48486,126.542928,86
172,2019-10-15,405136001,7997025,360-1,33.48486,126.542928,제주여자중고등학교(아라방면),21시,578.0,남국원(아라방면),33.479705,126.543811,70
173,2019-10-15,405136001,7997025,360-1,33.479705,126.543811,남국원(아라방면),21시,355.0,아라초등학교,33.476533,126.544283,58
174,2019-10-15,405136001,7997025,360-1,33.476533,126.544283,아라초등학교,21시,350.0,아라주공아파트,33.473655,126.545425,104
175,2019-10-15,405136001,7997025,360-1,33.473655,126.545425,아라주공아파트,21시,244.0,인다마을,33.47145,126.5454,88
176,2019-10-15,405136001,7997025,360-1,33.47145,126.5454,인다마을,21시,330.0,제주대학교병원,33.469089000000004,126.547389,34
177,2019-10-15,405136001,7997025,360-1,33.460496,126.54979,남국사,21시,591.0,제주대학교입구,33.456267,126.55175,134
178,2019-10-15,405136001,7997025,360-1,33.456267,126.55175,제주대학교입구,21시,266.0,제대마을,33.457724,126.554014,30
179,2019-10-15,405136001,7997025,360-1,33.457724,126.554014,제대마을,21시,333.0,제대아파트,33.458783000000004,126.557353,38
180,2019-10-15,405136001,7997025,360-1,33.458783000000004,126.557353,제대아파트,21시,415.0,제주대학교,33.459893,126.561624,52
181,2019-10-15,405136001,7997034,360-1,33.48486,126.542928,제주여자중고등학교(아라방면),06시,578.0,남국원(아라방면),33.479705,126.543811,92
182,2019-10-15,405136001,7997034,360-1,33.473655,126.545425,아라주공아파트,06시,244.0,인다마을,33.47145,126.5454,20
183,2019-10-15,405136001,7997034,360-1,33.458783000000004,126.557353,제대아파트,06시,415.0,제주대학교,33.459893,126.561624,36
184,2019-10-15,405136001,7997034,360-1,33.479705,126.543811,남국원(아라방면),06시,578.0,제주여자중고등학교(아라방면),33.48486,126.542928,84
185,2019-10-15,405136001,7997034,360-1,33.48486,126.542928,제주여자중고등학교(아라방면),07시,642.0,제주중앙여자고등학교(아라방면),33.489414000000004,126.538642,146
186,2019-10-15,405136001,7997034,360-1,33.496007,126.532287,고산동산(아라방면),07시,454.0,제주시청(아라방면),33.499559999999995,126.529771,102
187,2019-10-15,405136001,7997034,360-1,33.485662,126.494923,도호동,07시,374.0,은남동,33.485822,126.490897,68
188,2019-10-15,405136001,7997034,360-1,33.478867,126.483833,한라중학교/부영아파트,07시,417.0,대림2차아파트,33.47885,126.48835,124
189,2019-10-15,405136001,7997034,360-1,33.47885,126.48835,대림2차아파트,07시,334.0,연동대림1차아파트,33.4807,126.489933,64
190,2019-10-15,405136001,7997034,360-1,33.4807,126.489933,연동대림1차아파트,08시,550.0,케이티앤지,33.482077000000004,126.485355,130
191,2019-10-15,405136001,7997034,360-1,33.482077000000004,126.485355,케이티앤지,08시,199.0,롯데마트,33.482142,126.483213,26
192,2019-10-15,405136001,7997034,360-1,33.482142,126.483213,롯데마트,08시,341.0,원노형,33.483446,126.480758,70
193,2019-10-15,405136001,7997034,360-1,33.483446,126.480758,원노형,08시,185.0,노형오거리,33.485853500000005,126.48053000000002,210
194,2019-10-15,405136001,7997034,360-1,33.488046000000004,126.483112,남녕고등학교,08시,322.0,한라병원,33.489633000000005,126.486,138
195,2019-10-15,405136001,7997034,360-1,33.489633000000005,126.486,한라병원,08시,291.0,삼무공원사거리,33.4899,126.488917,138
196,2019-10-15,405136001,7997034,360-1,33.4899,126.488917,삼무공원사거리,08시,381.0,제원아파트,33.487531,126.489892,96
197,2019-10-15,405136001,7997034,360-1,33.487531,126.489892,제원아파트,08시,267.0,은남동,33.485822,126.490897,76
198,2019-10-15,405136001,7997034,360-1,33.485822,126.490897,은남동,08시,374.0,도호동,33.485662,126.494923,150
199,2019-10-15,405136001,7997034,360-1,33.485662,126.494923,도호동,08시,321.0,연동주민센터,33.487317,126.496617,250
200,2019-10-15,405136001,7997034,360-1,33.487317,126.496617,연동주민센터,08시,455.0,제주도청 신제주로터리,33.491433,126.496783,82
201,2019-10-15,405136001,7997034,360-1,33.491433,126.496783,제주도청 신제주로터리,08시,528.0,연동입구,33.496203,126.496995,174
202,2019-10-15,405136001,7997034,360-1,33.496203,126.496995,연동입구,08시,753.0,오라3동,33.49925,126.503183,70
203,2019-10-15,405136001,7997034,360-1,33.49925,126.503183,오라3동,08시,381.0,월구마을,33.500133,126.507,56
204,2019-10-15,405136001,7997034,360-1,33.500133,126.507,월구마을,08시,375.0,동성마을,33.500045,126.511035,56
205,2019-10-15,405136001,7997034,360-1,33.500045,126.511035,동성마을,08시,354.0,제주버스터미널,33.49993,126.514863,154
206,2019-10-15,405136001,7997034,360-1,33.49993,126.514863,제주버스터미널,08시,262.0,한국병원,33.499793,126.517687,138
